order_amount,product_category,discount_percentage,customer_order_count,customer_return_count,customer_return_rate,previous_refunds,delivery_days,product_rating,quantity,payment_method,customer_tenure_days,estimated_return_cost,is_returned
2202.89,Fashion,39.2,13,1,0.077,1,6,3.1,2,Net Banking,1242,281.94,1
734.98,Fashion,23.6,46,3,0.065,2,10,4.7,3,Net Banking,1787,297.65,1
756.76,Beauty,10.7,9,6,0.667,1,4,4.4,1,Credit Card,731,252.44,1
2833.25,Electronics,25.7,5,3,0.6,1,6,3.8,1,Credit Card,1974,294.32,1
2836.38,Electronics,64.9,40,2,0.05,2,10,2.9,3,Credit Card,160,488.33,1
1619.39,Books,56.8,30,4,0.133,0,3,4.7,3,Credit Card,198,308.83,1
3375.04,Beauty,23.1,23,3,0.13,2,7,4.1,1,Credit Card,1277,534.78,1
706.72,Books,38.3,33,4,0.121,4,8,4.4,3,Credit Card,276,299.4,1
1360.02,Electronics,28.4,21,3,0.143,1,3,4.5,1,Debit Card,1083,328.42,0
6756.78,Fashion,32.6,48,3,0.062,2,7,3.2,5,Credit Card,838,786.5,1
1909.62,Fashion,53.3,13,5,0.385,5,1,3.3,5,COD,487,333.14,1
2000.3,Electronics,38.0,42,1,0.024,1,8,2.9,2,UPI,877,267.7,0
11438.7,Fashion,12.7,41,1,0.024,1,4,2.3,3,Net Banking,1382,644.75,0
590.24,Fashion,18.8,48,3,0.062,2,5,4.3,1,UPI,947,152.95,0
3419.14,Electronics,39.7,41,4,0.098,1,8,2.2,4,UPI,953,468.88,1
6844.42,Home,48.5,12,3,0.25,3,3,2.3,4,Credit Card,782,519.94,1
1394.25,Fashion,35.6,22,5,0.227,2,8,4.7,1,UPI,980,249.14,1
3596.46,Electronics,43.4,4,2,0.5,2,8,3.1,4,Debit Card,689,425.39,1
824.18,Beauty,55.3,9,3,0.333,2,9,5.0,5,UPI,688,181.27,1
1043.79,Beauty,38.2,31,1,0.032,1,8,4.1,2,COD,428,256.69,0
2460.14,Sports,68.4,50,4,0.08,1,7,4.0,3,Net Banking,1182,303.63,1
3424.99,Home,16.5,48,3,0.062,2,10,4.7,2,Credit Card,1123,367.71,1
4432.63,Books,64.4,2,2,1.0,2,4,3.4,5,UPI,1274,472.64,1
6346.78,Books,17.3,46,1,0.022,1,10,2.7,4,Credit Card,1927,473.51,1
1713.07,Home,37.2,36,3,0.083,1,5,3.9,5,Net Banking,687,191.6,1
4697.99,Fashion,31.9,11,4,0.364,1,3,2.6,3,COD,1632,625.73,1
1374.93,Electronics,26.1,29,2,0.069,2,6,4.7,3,COD,1767,369.49,0
3720.72,Beauty,67.4,36,0,0.0,0,6,3.5,5,Debit Card,1766,276.39,0
2134.51,Home,19.1,34,1,0.029,1,5,3.8,3,Debit Card,273,242.67,0
2582.58,Books,47.2,47,4,0.085,3,7,3.9,3,Credit Card,167,208.82,0
2537.17,Home,56.3,50,1,0.02,1,5,3.3,2,Credit Card,39,370.62,1
500.81,Books,13.8,9,1,0.111,1,4,3.8,1,Debit Card,1867,160.61,0
735.61,Sports,68.1,12,1,0.083,1,8,2.8,3,Debit Card,243,248.81,1
1962.62,Books,38.3,21,2,0.095,2,2,4.6,2,Credit Card,1008,286.8,1
468.8,Fashion,64.0,5,3,0.6,2,2,3.8,3,Debit Card,1186,304.23,1
3515.61,Electronics,46.5,7,3,0.429,1,10,4.2,1,UPI,483,411.52,1
3630.93,Sports,45.5,44,6,0.136,3,5,3.2,5,COD,69,269.99,0
2348.98,Sports,24.2,37,9,0.243,4,9,4.6,1,COD,1586,281.33,0
737.37,Fashion,53.9,3,1,0.333,1,3,4.6,3,Credit Card,105,182.48,1
5454.04,Sports,2.1,15,4,0.267,1,2,3.7,4,Credit Card,567,583.68,1
9225.89,Home,38.9,19,2,0.105,2,5,2.4,4,UPI,1969,518.49,1
2033.8,Electronics,2.2,49,3,0.061,3,3,3.7,1,COD,1845,372.85,0
2720.11,Home,21.5,3,1,0.333,1,10,3.3,4,Credit Card,1838,305.67,1
2124.71,Books,6.7,20,1,0.05,1,2,3.7,1,Debit Card,1215,236.88,1
2763.62,Home,63.8,15,3,0.2,2,6,3.4,1,UPI,596,395.22,1
1643.12,Sports,44.0,38,3,0.079,1,8,4.3,2,UPI,581,309.58,0
1758.73,Electronics,46.8,11,0,0.0,0,2,4.4,1,COD,402,200.49,0
3731.53,Beauty,59.6,14,3,0.214,3,10,2.4,5,Net Banking,715,275.68,0
11807.61,Books,51.3,4,4,1.0,3,2,3.9,1,Credit Card,886,627.34,1
589.89,Home,8.7,35,1,0.029,1,7,2.6,2,Credit Card,355,243.18,1
1663.95,Fashion,43.2,8,3,0.375,2,7,2.6,5,Debit Card,753,217.74,1
703.19,Beauty,68.5,21,0,0.0,0,2,2.2,3,Credit Card,760,258.01,1
6461.52,Books,15.0,35,8,0.229,2,1,3.5,4,Net Banking,1016,468.05,1
1129.82,Electronics,43.4,4,1,0.25,1,2,3.5,5,UPI,1443,351.1,1
569.89,Fashion,39.5,36,1,0.028,1,8,3.8,1,UPI,1648,141.58,0
3012.57,Electronics,27.4,14,3,0.214,2,10,2.6,3,UPI,1930,560.08,1
7298.68,Home,66.8,44,1,0.023,0,2,4.3,2,Credit Card,1409,447.33,1
3074.44,Home,24.9,3,3,1.0,2,9,2.6,3,COD,377,330.93,1
2129.92,Books,6.6,20,3,0.15,3,5,4.1,2,UPI,1036,248.47,1
2508.18,Fashion,67.4,8,1,0.125,1,3,3.2,4,COD,660,346.96,1
5607.57,Home,51.0,14,1,0.071,1,5,2.4,1,UPI,806,626.53,1
898.42,Books,24.0,1,1,1.0,1,10,4.1,5,COD,1794,223.25,0
1653.29,Fashion,19.6,20,5,0.25,2,4,2.4,5,UPI,1309,286.78,0
1258.72,Beauty,65.0,14,1,0.071,1,2,2.8,3,Net Banking,188,238.33,1
710.31,Sports,19.1,28,7,0.25,3,8,2.5,1,COD,598,261.66,1
1390.33,Fashion,37.6,39,1,0.026,0,5,3.3,1,UPI,51,273.36,0
4386.02,Electronics,15.0,45,5,0.111,3,9,4.3,3,Credit Card,1885,291.82,1
2844.9,Home,69.7,9,3,0.333,2,9,3.1,1,Credit Card,125,371.48,1
3027.37,Fashion,53.9,23,1,0.043,1,9,2.9,3,Debit Card,1407,325.18,0
2032.82,Fashion,39.7,16,3,0.188,2,6,3.6,1,Net Banking,509,325.68,1
2748.08,Books,52.2,48,2,0.042,2,2,3.7,2,UPI,1536,206.95,1
952.92,Home,64.1,27,2,0.074,0,9,4.8,3,UPI,1868,260.2,1
1411.48,Sports,67.4,40,7,0.175,2,10,2.6,5,Credit Card,1806,367.19,1
2108.23,Electronics,55.0,8,4,0.5,1,4,3.3,5,Credit Card,217,485.92,1
2257.5,Books,59.4,28,2,0.071,2,7,2.5,1,Net Banking,807,189.3,0
2335.89,Sports,27.8,18,4,0.222,1,1,2.6,1,Net Banking,1145,322.06,1
1618.62,Sports,27.4,34,2,0.059,2,9,2.6,3,UPI,1369,146.34,0
1336.84,Fashion,56.6,2,1,0.5,1,5,3.4,5,Net Banking,290,360.72,0
22611.57,Home,53.2,24,1,0.042,1,10,4.5,3,Credit Card,1645,1473.71,1
3734.73,Home,63.1,10,4,0.4,1,8,4.9,4,Debit Card,1741,330.16,1
2516.23,Sports,9.3,49,0,0.0,0,10,4.8,2,Debit Card,1187,392.59,0
1500.32,Sports,48.4,40,4,0.1,3,6,3.8,3,UPI,1318,251.27,1
1260.2,Electronics,45.3,8,2,0.25,0,3,4.6,4,UPI,75,181.76,1
1628.41,Books,55.9,5,5,1.0,1,7,3.6,3,Credit Card,443,359.53,1
2285.32,Books,1.7,3,3,1.0,1,8,3.8,2,UPI,1147,381.02,1
401.68,Home,57.8,33,4,0.121,1,1,3.2,2,Debit Card,750,188.02,1
515.17,Electronics,22.8,30,5,0.167,2,6,2.1,1,Credit Card,1902,164.03,1
1086.26,Sports,48.1,39,3,0.077,2,9,4.3,4,UPI,1146,375.81,1
2133.91,Home,43.2,7,0,0.0,0,4,3.8,5,Credit Card,1381,276.1,1
1493.06,Sports,30.8,45,5,0.111,3,10,4.7,3,Net Banking,738,229.1,1
5898.76,Sports,52.2,21,3,0.143,2,3,2.3,2,Credit Card,1699,551.16,1
552.3,Electronics,67.3,38,3,0.079,2,5,2.7,4,UPI,1998,292.58,1
991.21,Home,22.6,13,0,0.0,0,5,4.5,5,UPI,400,218.08,0
6100.18,Home,52.4,25,1,0.04,1,9,5.0,1,UPI,1133,443.74,1
2008.0,Books,22.0,2,2,1.0,1,8,4.8,2,UPI,698,304.0,1
3669.73,Fashion,59.2,2,2,1.0,1,7,4.6,3,COD,1755,256.01,0
9330.07,Fashion,30.6,2,1,0.5,0,5,4.9,4,Net Banking,1669,729.83,1
1037.9,Books,31.4,15,2,0.133,2,4,2.6,2,UPI,407,219.38,1
1669.95,Electronics,54.0,15,2,0.133,2,1,3.9,5,COD,921,270.9,0
1453.98,Beauty,34.7,18,4,0.222,1,6,4.2,3,Debit Card,108,291.78,1
378.54,Fashion,18.7,5,2,0.4,1,3,3.1,2,UPI,153,332.06,1
1410.48,Home,69.7,26,4,0.154,1,8,3.5,1,Credit Card,1901,390.26,0
3658.65,Home,43.4,30,3,0.1,0,4,2.3,1,UPI,593,450.29,1
2786.31,Fashion,45.2,14,4,0.286,3,9,3.2,4,Credit Card,1336,231.62,0
2966.88,Books,45.3,5,5,1.0,2,8,4.9,1,UPI,1789,259.39,1
1338.89,Electronics,61.8,40,3,0.075,1,9,3.0,5,UPI,1252,244.04,1
1069.69,Fashion,12.9,21,2,0.095,2,1,2.5,1,Debit Card,840,262.74,1
4991.06,Fashion,4.1,43,4,0.093,2,3,4.7,3,UPI,1076,441.38,1
1214.57,Beauty,27.1,8,7,0.875,1,2,2.3,3,COD,771,353.49,1
2287.62,Fashion,39.5,6,4,0.667,4,3,2.6,5,Net Banking,1440,400.11,1
2060.43,Electronics,20.0,26,0,0.0,0,7,4.9,4,UPI,1155,440.75,0
5821.85,Books,48.2,4,1,0.25,1,5,4.0,3,UPI,788,644.25,1
3932.89,Fashion,5.2,30,6,0.2,1,4,3.0,4,Credit Card,738,378.35,1
641.49,Fashion,55.3,35,8,0.229,2,8,4.0,2,COD,1759,360.35,1
699.21,Fashion,50.3,27,3,0.111,2,6,4.3,5,UPI,1063,215.76,1
2873.05,Fashion,15.0,27,5,0.185,3,10,2.8,4,Debit Card,797,430.74,1
1717.34,Electronics,20.9,44,4,0.091,1,2,3.8,2,Debit Card,570,312.66,0
1256.22,Electronics,56.5,43,1,0.023,1,2,4.2,3,UPI,916,295.9,1
4074.5,Electronics,54.1,5,3,0.6,3,9,2.2,5,COD,1315,376.44,0
2100.58,Electronics,57.0,40,4,0.1,3,6,4.1,1,UPI,1186,272.35,1
1885.53,Fashion,22.6,11,5,0.455,1,8,4.5,2,Credit Card,817,251.03,1
3374.03,Home,67.9,43,0,0.0,0,5,3.6,2,UPI,351,329.69,1
1339.31,Home,50.1,35,4,0.114,3,7,4.7,2,UPI,34,434.96,0
6341.15,Electronics,4.6,11,1,0.091,1,2,3.1,1,Debit Card,148,684.72,1
962.53,Books,33.4,38,6,0.158,2,3,4.9,3,Credit Card,1763,253.65,1
3058.08,Sports,46.5,38,8,0.211,4,3,3.9,1,UPI,1433,385.1,1
5693.42,Books,11.8,50,1,0.02,1,9,4.0,4,Net Banking,923,610.04,1
600.74,Fashion,63.1,5,5,1.0,3,8,4.7,4,Credit Card,1496,317.22,0
1373.79,Beauty,52.8,37,3,0.081,3,2,4.5,1,Debit Card,891,382.92,1
4508.71,Electronics,5.7,37,4,0.108,2,7,4.8,2,UPI,1921,296.19,1
4563.27,Sports,63.9,26,2,0.077,1,3,4.7,2,Net Banking,945,517.33,1
1576.25,Electronics,28.3,33,1,0.03,1,2,3.4,5,UPI,516,365.8,0
1004.52,Fashion,31.7,33,4,0.121,0,1,3.9,4,UPI,1240,232.61,0
3884.5,Home,54.8,23,5,0.217,1,10,2.1,5,COD,1919,471.66,1
4660.32,Home,45.1,7,1,0.143,1,6,2.5,3,Debit Card,649,415.99,1
712.14,Home,30.6,32,0,0.0,0,5,4.0,1,Credit Card,1390,305.76,0
690.12,Electronics,18.2,9,2,0.222,2,4,3.3,1,Net Banking,1215,271.74,0
2165.06,Fashion,36.2,16,2,0.125,2,5,4.3,4,UPI,564,247.74,0
2991.38,Books,40.5,9,2,0.222,2,9,2.7,1,Net Banking,1745,389.64,1
1423.32,Books,44.2,44,0,0.0,0,4,3.5,2,Credit Card,1387,316.82,1
3113.29,Home,42.4,43,3,0.07,0,4,4.0,2,UPI,80,440.05,0
1024.43,Home,43.2,28,5,0.179,1,1,3.8,2,UPI,1677,314.81,1
333.03,Electronics,33.3,23,0,0.0,0,8,3.0,1,UPI,1424,194.15,1
1288.04,Fashion,39.3,12,2,0.167,2,7,2.9,3,UPI,1973,220.34,1
1901.86,Fashion,20.2,42,4,0.095,3,3,2.1,5,Debit Card,1100,377.8,1
1450.01,Home,11.1,9,1,0.111,1,5,3.2,3,Credit Card,121,303.41,0
715.6,Beauty,42.5,45,3,0.067,3,10,2.0,2,Debit Card,871,271.04,0
423.05,Home,3.3,12,1,0.083,1,3,2.8,2,UPI,282,347.74,1
1198.38,Electronics,4.6,9,0,0.0,0,7,4.7,2,COD,703,400.6,1
3707.54,Fashion,17.3,19,4,0.211,2,4,2.0,2,Net Banking,107,456.31,1
4939.2,Electronics,13.6,36,1,0.028,1,10,2.9,5,Debit Card,960,487.83,1
4675.87,Sports,26.2,33,5,0.152,1,9,3.4,4,Credit Card,478,572.47,1
941.31,Electronics,26.0,13,1,0.077,1,2,4.0,5,Credit Card,499,215.18,0
718.41,Home,8.2,2,2,1.0,2,4,3.4,3,Net Banking,154,160.88,1
2690.03,Beauty,17.3,40,3,0.075,2,7,4.2,2,Debit Card,586,283.09,1
3005.14,Fashion,0.3,44,3,0.068,2,8,3.3,3,UPI,484,510.06,1
2490.24,Electronics,24.6,25,3,0.12,3,7,4.2,3,Credit Card,1754,204.33,0
360.95,Home,55.8,13,6,0.462,1,3,2.6,5,Credit Card,1955,271.73,1
903.7,Electronics,18.6,13,6,0.462,2,2,2.5,1,Credit Card,643,147.35,1
1765.61,Home,45.0,33,3,0.091,3,10,2.3,5,Debit Card,32,301.92,1
2669.84,Sports,6.9,27,2,0.074,1,5,3.6,3,Net Banking,1882,280.09,0
3340.4,Fashion,0.9,40,5,0.125,2,3,2.5,1,COD,308,441.98,0
2029.21,Home,34.9,37,3,0.081,2,10,2.3,2,Net Banking,564,367.53,1
2355.78,Books,32.3,19,5,0.263,5,2,3.9,3,UPI,1480,261.16,0
1935.06,Home,13.4,22,4,0.182,1,10,2.6,3,UPI,1190,353.53,0
3129.08,Books,20.1,17,6,0.353,2,2,3.5,5,UPI,851,341.4,1
2322.25,Electronics,2.1,2,2,1.0,2,9,3.3,1,Debit Card,253,273.23,1
1905.67,Beauty,55.8,12,2,0.167,2,10,3.3,5,UPI,192,362.75,1
1458.71,Beauty,21.1,33,3,0.091,3,8,2.5,2,Credit Card,619,250.55,0
1929.53,Books,15.4,28,2,0.071,1,6,3.4,3,Net Banking,1838,431.44,0
2664.24,Electronics,56.3,26,3,0.115,1,4,4.9,2,Debit Card,141,383.76,1
2239.44,Fashion,2.7,25,3,0.12,2,6,4.4,5,UPI,1315,332.79,0
2452.0,Electronics,19.9,28,1,0.036,1,10,2.1,5,UPI,1679,417.63,1
5293.2,Books,18.4,31,1,0.032,1,9,2.4,4,Credit Card,1097,490.84,1
2235.3,Fashion,18.4,44,5,0.114,2,2,2.5,5,UPI,1794,416.7,0
1075.78,Books,0.8,31,1,0.032,1,3,2.2,2,Credit Card,1298,318.59,0
3666.11,Fashion,65.4,27,7,0.259,0,5,4.0,3,COD,1545,441.19,1
606.1,Electronics,60.5,44,3,0.068,1,1,2.1,5,Debit Card,754,135.96,1
761.18,Fashion,29.0,1,1,1.0,1,8,5.0,5,Credit Card,296,297.17,1
2365.34,Home,31.2,35,2,0.057,2,9,3.5,1,COD,1952,310.61,0
2732.9,Sports,36.7,33,1,0.03,1,2,3.5,5,UPI,1456,400.63,1
667.78,Fashion,33.5,1,1,1.0,1,10,2.5,3,Debit Card,1101,315.09,1
1331.08,Books,54.5,9,9,1.0,3,6,2.6,4,Credit Card,1746,237.55,1
1113.35,Fashion,34.2,33,2,0.061,2,1,2.8,5,Credit Card,1834,290.25,1
1224.95,Beauty,13.2,44,0,0.0,0,9,4.8,4,UPI,567,162.82,0
3846.34,Beauty,8.2,37,3,0.081,3,2,3.3,2,Debit Card,948,390.54,1
3181.81,Fashion,64.3,47,2,0.043,2,1,4.0,3,COD,1712,464.6,1
1780.59,Electronics,3.4,15,2,0.133,1,6,2.7,4,UPI,90,291.23,1
1168.21,Fashion,62.8,15,4,0.267,4,9,3.2,1,COD,1512,295.3,1
614.18,Electronics,48.3,49,4,0.082,1,8,2.2,3,UPI,1107,324.16,1
5631.59,Books,28.3,29,4,0.138,2,3,4.8,1,UPI,170,532.04,1
2903.55,Books,13.1,41,3,0.073,3,9,4.0,5,Credit Card,922,403.0,0
1027.27,Beauty,21.7,21,0,0.0,0,10,2.0,3,COD,373,252.98,0
3215.31,Beauty,37.1,46,4,0.087,1,3,3.8,1,UPI,40,245.01,1
1709.27,Fashion,46.0,18,1,0.056,1,5,2.4,3,COD,1842,259.96,0
1437.0,Electronics,48.4,16,2,0.125,1,8,4.5,2,UPI,1930,261.24,1
2561.04,Sports,31.3,29,7,0.241,3,5,3.5,2,UPI,1175,300.63,1
999.05,Home,26.2,41,3,0.073,1,3,2.5,1,UPI,1015,237.01,1
1373.33,Beauty,53.8,27,5,0.185,2,6,2.0,3,UPI,1930,225.39,1
1992.55,Sports,64.8,15,2,0.133,0,10,4.4,4,Credit Card,1043,394.11,0
1212.5,Fashion,64.0,47,3,0.064,2,1,4.3,5,UPI,607,365.56,1
3087.97,Electronics,38.6,9,1,0.111,1,3,2.2,1,Credit Card,1730,199.3,1
8064.71,Sports,5.5,28,3,0.107,3,4,3.5,1,Credit Card,1230,697.44,1
988.87,Home,5.1,2,1,0.5,0,2,4.5,1,UPI,1854,214.23,1
477.18,Sports,28.2,21,1,0.048,1,9,2.7,2,UPI,657,219.68,0
364.53,Fashion,51.3,11,0,0.0,0,10,2.6,2,Credit Card,121,101.13,1
1602.99,Fashion,34.8,32,1,0.031,1,2,3.1,1,Net Banking,1710,241.88,0
1063.66,Electronics,43.9,22,4,0.182,4,1,2.7,2,Credit Card,1898,350.18,1
2135.14,Beauty,59.0,35,4,0.114,3,7,3.8,1,UPI,136,338.32,1
2010.38,Home,2.8,42,5,0.119,3,3,4.6,1,Credit Card,1763,215.93,0
501.41,Fashion,64.7,41,2,0.049,2,2,3.6,5,COD,1570,280.73,1
423.3,Home,23.2,16,5,0.312,2,7,2.9,3,UPI,910,280.01,0
2291.01,Home,3.3,31,1,0.032,1,1,2.0,4,UPI,1369,392.19,0
2014.94,Fashion,58.5,10,3,0.3,3,2,3.1,1,COD,1528,334.22,1
1286.07,Fashion,65.4,40,4,0.1,2,9,4.0,5,UPI,695,281.77,1
480.24,Fashion,53.8,36,3,0.083,1,4,4.8,2,UPI,255,313.12,1
2636.25,Fashion,56.3,21,1,0.048,0,9,4.5,5,Credit Card,1859,322.4,1
5001.63,Home,61.0,8,5,0.625,0,9,2.5,1,COD,1897,317.94,1
2258.34,Electronics,36.6,47,5,0.106,4,8,3.3,3,COD,372,299.42,0
917.84,Fashion,47.6,42,4,0.095,2,2,4.2,2,UPI,70,300.51,1
1873.65,Fashion,20.1,44,2,0.045,2,9,2.6,4,UPI,458,249.89,1
606.14,Fashion,17.5,47,2,0.043,2,10,3.8,5,Debit Card,561,255.56,0
4214.85,Books,42.6,33,2,0.061,2,4,3.2,1,UPI,1216,496.29,0
1930.39,Electronics,51.4,40,1,0.025,1,1,2.6,2,COD,111,412.76,0
439.43,Beauty,27.8,22,7,0.318,5,9,2.8,5,UPI,1118,301.82,1
1421.49,Electronics,28.0,30,2,0.067,2,6,2.1,2,UPI,894,248.3,1
2619.24,Sports,66.8,23,1,0.043,0,4,3.1,3,UPI,1557,429.29,0
1385.15,Books,36.3,15,3,0.2,1,10,4.8,4,COD,1885,240.45,1
1449.95,Fashion,69.0,47,1,0.021,1,7,3.7,2,Debit Card,1106,238.72,1
678.9,Sports,60.4,43,1,0.023,1,8,4.5,1,COD,1027,275.65,0
2844.76,Fashion,44.8,26,3,0.115,1,10,3.1,3,UPI,1607,355.01,0
1076.24,Electronics,0.6,16,2,0.125,2,6,2.5,1,COD,1013,270.86,0
322.09,Fashion,20.7,10,1,0.1,1,7,4.1,2,Debit Card,1410,351.58,1
1343.45,Fashion,29.2,36,0,0.0,0,10,4.6,5,Credit Card,1828,198.95,0
3963.65,Fashion,45.7,28,4,0.143,2,6,4.3,3,COD,515,435.84,1
1326.71,Fashion,27.7,42,0,0.0,0,2,4.0,2,Credit Card,648,295.92,1
7261.84,Fashion,57.9,26,5,0.192,1,5,3.4,1,Debit Card,1025,598.59,1
2548.28,Beauty,46.4,31,3,0.097,0,7,4.3,5,UPI,1452,264.2,0
2370.86,Fashion,24.3,18,3,0.167,2,6,2.9,3,Net Banking,1254,218.38,1
1631.54,Electronics,54.9,17,3,0.176,1,5,2.0,2,COD,820,253.21,1
1711.92,Home,21.2,48,4,0.083,2,5,3.1,3,COD,719,324.6,1
1464.49,Fashion,4.4,32,1,0.031,1,2,3.9,4,UPI,1883,316.27,0
1419.68,Electronics,12.1,39,2,0.051,2,2,5.0,2,Credit Card,688,358.25,1
2764.72,Electronics,0.2,5,3,0.6,2,2,2.2,4,UPI,1429,355.38,0
855.2,Home,58.3,42,1,0.024,1,3,3.3,5,Net Banking,1734,261.41,1
764.55,Fashion,43.9,29,3,0.103,1,9,4.5,4,UPI,864,344.33,1
736.16,Books,39.9,36,4,0.111,3,6,4.6,2,Credit Card,510,234.45,0
9288.42,Electronics,46.3,39,5,0.128,0,10,3.9,4,COD,1313,655.8,1
2763.56,Electronics,45.8,50,2,0.04,1,10,4.3,5,UPI,1316,404.46,1
2306.75,Fashion,39.6,11,6,0.545,2,3,2.9,3,COD,331,352.64,1
775.87,Books,59.0,33,3,0.091,3,3,4.9,3,Debit Card,119,188.26,1
2977.01,Beauty,30.9,4,4,1.0,0,2,2.3,2,Debit Card,748,468.68,1
1647.05,Fashion,56.3,48,4,0.083,2,5,5.0,5,UPI,1180,227.78,1
2145.94,Electronics,55.1,33,0,0.0,0,8,3.6,5,UPI,153,469.32,1
827.74,Home,14.0,1,1,1.0,1,4,4.9,2,Credit Card,645,387.1,1
2055.38,Fashion,31.8,21,2,0.095,1,4,2.2,1,Debit Card,375,321.49,1
1288.11,Beauty,58.4,17,1,0.059,0,8,3.4,1,UPI,1564,381.29,1
979.96,Home,58.2,34,2,0.059,1,5,2.6,1,Debit Card,1278,299.25,1
3252.84,Fashion,1.7,29,2,0.069,2,6,3.7,1,UPI,1134,519.95,1
528.39,Electronics,15.6,3,3,1.0,2,5,4.8,3,Debit Card,166,258.54,1
2840.74,Sports,29.7,49,3,0.061,3,4,4.3,5,Net Banking,1845,294.02,1
3126.25,Home,3.3,24,1,0.042,0,5,3.7,4,Debit Card,370,419.29,1
894.52,Sports,18.2,34,4,0.118,3,6,2.1,5,Debit Card,930,276.95,1
937.99,Fashion,18.1,2,1,0.5,1,4,4.9,4,UPI,1251,239.1,1
1512.59,Beauty,15.0,31,0,0.0,0,2,3.7,2,UPI,864,192.64,0
2265.68,Electronics,27.8,40,4,0.1,0,3,4.7,5,Credit Card,1518,172.06,1
1599.93,Fashion,56.9,7,5,0.714,2,4,4.2,4,UPI,1187,282.43,1
2557.66,Beauty,17.1,29,5,0.172,3,2,3.2,3,UPI,796,363.62,1
7408.5,Sports,40.7,11,3,0.273,0,2,3.2,3,Credit Card,1910,368.66,1
1204.51,Fashion,39.0,43,1,0.023,1,8,4.7,2,UPI,429,271.73,1
458.45,Sports,57.3,25,4,0.16,3,10,4.0,4,COD,902,268.08,1
3500.77,Beauty,27.6,19,3,0.158,1,8,2.2,2,Credit Card,733,446.65,1
6951.08,Fashion,15.6,11,4,0.364,1,4,4.5,1,Credit Card,1913,551.04,1
2475.54,Books,62.4,45,3,0.067,1,9,2.8,5,COD,1935,341.41,1
757.33,Home,58.3,35,1,0.029,1,9,3.6,2,Debit Card,1706,294.0,1
1637.43,Beauty,43.5,33,3,0.091,1,8,2.4,2,UPI,1645,238.51,1
738.91,Home,6.5,5,5,1.0,1,3,2.9,1,COD,1453,288.68,1
3023.84,Home,1.1,35,4,0.114,3,9,3.0,4,UPI,148,397.03,0
613.37,Sports,12.8,3,3,1.0,3,7,4.7,1,UPI,722,202.77,1
1422.11,Fashion,13.8,31,1,0.032,1,3,3.8,3,Credit Card,943,262.19,1
809.59,Electronics,9.5,12,1,0.083,1,4,2.8,1,Debit Card,1811,156.93,0
2001.11,Books,18.4,4,4,1.0,1,2,4.1,5,UPI,805,254.22,1
1348.74,Sports,23.7,32,3,0.094,2,7,3.6,3,Credit Card,1408,300.89,1
2082.68,Fashion,52.8,50,1,0.02,0,3,2.2,2,Credit Card,1840,230.18,1
1840.66,Electronics,49.7,50,8,0.16,2,1,3.0,4,UPI,1270,289.37,0
821.12,Beauty,7.3,24,2,0.083,2,5,4.8,4,UPI,867,285.33,1
2985.44,Electronics,68.4,36,3,0.083,3,1,4.2,5,Credit Card,1570,262.31,1
1738.86,Fashion,52.6,2,2,1.0,2,2,4.3,1,UPI,152,340.69,1
819.9,Electronics,11.4,5,0,0.0,0,1,4.4,3,Debit Card,1407,217.78,0
10858.91,Home,8.7,12,1,0.083,1,9,2.5,1,UPI,659,634.56,1
2646.9,Electronics,6.1,25,4,0.16,2,6,3.4,5,Debit Card,1943,312.41,0
1599.41,Home,51.2,41,1,0.024,1,3,4.8,5,Debit Card,553,211.6,0
5609.2,Beauty,16.5,24,2,0.083,2,8,4.0,5,UPI,1351,764.2,0
7890.8,Home,5.1,25,4,0.16,4,7,4.3,5,COD,1736,723.86,0
1609.57,Electronics,29.5,44,2,0.045,1,1,2.8,5,Debit Card,1114,196.28,0
2387.3,Electronics,49.6,45,7,0.156,0,5,4.4,3,UPI,1085,426.21,1
820.24,Fashion,21.3,45,3,0.067,1,1,5.0,2,Credit Card,549,208.8,0
1607.2,Home,33.8,18,3,0.167,0,2,2.2,5,UPI,1999,288.12,1
1541.87,Beauty,13.5,20,2,0.1,1,1,4.9,4,COD,536,155.34,0
2096.16,Electronics,30.0,33,2,0.061,0,6,3.4,2,COD,1006,330.0,0
2359.51,Beauty,25.1,29,6,0.207,1,3,2.3,4,Credit Card,672,314.24,1
2829.52,Beauty,30.4,29,1,0.034,1,6,3.0,4,Debit Card,133,362.27,0
2186.62,Fashion,32.6,22,1,0.045,1,2,2.2,1,UPI,248,187.93,0
686.36,Fashion,6.5,12,1,0.083,1,9,3.9,5,UPI,975,334.29,1
853.4,Sports,6.5,34,2,0.059,2,2,4.7,2,Credit Card,381,270.55,0
1167.8,Sports,18.2,4,2,0.5,2,3,4.8,4,Credit Card,754,193.64,1
1442.61,Books,8.1,5,5,1.0,2,7,4.5,3,Debit Card,924,357.75,1
4190.68,Fashion,17.7,10,1,0.1,1,1,5.0,5,UPI,773,511.15,1
713.12,Books,1.7,22,5,0.227,1,8,4.8,4,Credit Card,1143,265.32,1
1358.41,Electronics,24.6,25,1,0.04,1,3,4.3,1,COD,546,239.31,0
3875.41,Fashion,14.9,1,1,1.0,1,6,3.7,3,Debit Card,1697,337.98,1
1422.4,Home,62.5,10,2,0.2,2,4,4.5,2,UPI,1080,189.77,1
2613.2,Fashion,60.1,15,4,0.267,0,3,2.7,4,UPI,846,305.6,1
